acticity_id,practice_id,description,capability_lvl
485,"""APO14.02""","""Ensure that new development, data integration and data consolidation efforts apply standard business terms as part of the data requirements definition process.""",3
486,"""APO14.02""","""Integrate the business glossary into the organization’s metadata repository, with appropriate access permissions.""",3
487,"""APO14.03""","""Develop and use metadata to perform impact analysis on potential data changes.""",3
488,"""APO14.03""","""Populate the organization’s metadata repository with additional categories and classifications of metadata according to a phased implementation plan. Link it to architecture layers.""",3
489,"""APO14.03""","""Validate metadata and any changes to metadata against the existing architecture.""",3
490,"""APO14.03""","""Ensure that the organization has developed an integrated metamodel deployed across all platforms.""",3
491,"""APO14.03""","""Ensure that metadata types and data definitions support consistent import, subscription and consumption practices.""",3
492,"""APO14.04""","""Define a data quality strategy in collaboration with business and technology stakeholders, approved by executive management, and managed. The strategy should facilitate moving from the current to the target state. It should also explicitly align with business objectives and the organization’s data management strategy.""",3
493,"""APO14.04""","""Ensure that the data quality strategy is followed across the organization and is accompanied by corresponding policies, processes and guidelines.""",3
494,"""APO14.04""","""Anchor the policies, processes and governance contained in the data quality strategy across the data life cycle. Mandate corresponding processes in the system development life cycle methodology.""",3
495,"""APO14.04""","""Develop, monitor and maintain a sequence plan for data quality improvement efforts across the organization.""",3
